price,area,road_width,width,floors,parking_slots,bedrooms,type_Nhà trong ngõ,district_Quận Bắc Từ Liêm,district_Quận Cầu Giấy,district_Quận Hai Bà Trưng,district_Quận Hoàn Kiếm,district_Quận Hoàng Mai,district_Quận Hà Đông,district_Quận Long Biên,district_Quận Nam Từ Liêm,district_Quận Thanh Xuân,district_Quận Tây Hồ,district_Quận Đống Đa
14.0,73.0,3.0,4.0,8.0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
3.5,45.0,4.0,4.0,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
14.0,60.0,10.0,4.5,5.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
6.18,50.0,5.0,3.0,5.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
7.8,40.0,4.0,5.3,5.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
3.8,40.0,3.5,3.4,5.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
15.5,56.0,5.0,4.0,5.0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
7.9,50.0,4.0,4.5,5.0,0,5,1,0,0,1,0,0,0,0,0,0,0,0
12.5,70.0,6.0,5.4,6.0,0,11,1,0,0,0,0,0,0,0,0,1,0,0
10.5,40.0,10.0,4.8,5.0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
6.7,39.0,8.0,4.5,6.0,1,3,1,0,0,0,0,0,0,0,1,0,0,0
67.5,205.0,40.0,6.2,7.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
56.0,200.0,15.0,25.0,4.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
21.0,281.0,15.0,10.0,5.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
75.0,150.0,20.0,8.3,5.0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
28.0,80.0,30.0,6.8,5.0,4,6,0,0,0,0,0,0,0,0,0,1,0,0
27.5,106.0,20.0,6.5,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
9.6,46.0,7.0,3.7,5.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0
32.0,241.0,20.0,15.0,4.0,4,4,0,0,0,0,0,0,0,1,0,0,0,0
10.6,123.0,45.0,6.6,3.0,3,3,0,0,0,0,0,0,0,1,0,0,0,0
16.3,69.0,10.0,5.0,7.0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
45.0,170.0,9.0,8.0,10.0,4,11,0,0,0,0,0,0,0,0,1,0,0,0
23.8,90.0,12.0,9.0,5.0,1,11,0,0,0,0,0,0,0,0,0,0,0,0
23.8,90.0,12.0,9.0,5.0,2,11,0,0,0,0,0,0,0,0,0,0,0,0
16.5,61.0,6.0,4.0,5.0,0,9,1,0,0,0,0,0,0,0,0,0,0,1
23.5,78.0,10.0,5.2,4.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
36.9,193.0,35.0,8.8,3.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
52.5,182.0,25.0,5.6,7.0,4,5,0,0,0,0,0,0,0,0,0,1,0,0
10.6,123.0,45.0,6.6,3.0,4,3,0,0,0,0,0,0,0,1,0,0,0,0
52.5,182.0,25.0,5.6,7.0,4,5,0,0,0,0,0,0,0,0,0,1,0,0
9.6,38.0,25.0,5.6,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
28.0,228.0,15.0,13.5,3.0,4,3,0,0,0,0,0,0,0,1,0,0,0,0
57.0,97.0,25.0,5.6,9.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
29.5,137.0,30.0,4.0,2.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
28.5,72.0,20.0,4.3,6.0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
72.0,163.0,10.0,21.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
23.0,43.0,15.0,7.0,5.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
34.0,165.0,20.0,4.0,6.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
14.0,60.0,30.0,5.0,5.0,4,5,0,0,0,0,0,0,1,0,0,0,0,0
11.3,60.0,20.0,4.0,7.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13.9,80.0,5.0,10.0,6.0,3,4,1,0,1,0,0,0,0,0,0,0,0,0
5.7,51.0,6.0,4.0,5.0,4,4,1,0,0,0,0,0,0,0,1,0,0,0
13.0,85.0,20.0,4.5,6.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3.2,35.0,3.0,5.0,4.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
13.5,73.0,20.0,8.0,3.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
8.0,50.0,25.0,5.0,5.0,4,4,0,0,0,0,0,0,1,0,0,0,0,0
3.05,38.0,3.0,3.3,5.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0
57.0,200.0,20.0,7.6,3.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
57.0,200.0,20.0,7.6,3.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
85.0,177.0,20.0,5.9,2.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
32.0,91.0,40.0,4.2,6.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
36.0,143.0,20.0,4.4,9.0,3,9,0,0,0,0,0,0,0,0,0,1,0,0
29.0,75.0,20.0,5.1,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15.5,102.0,6.0,5.1,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
28.0,228.0,15.0,13.5,3.0,4,3,0,0,0,0,0,0,0,1,0,0,0,0
92.0,330.0,20.0,10.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
71.5,150.0,20.0,7.0,8.0,3,10,0,0,0,1,0,0,0,0,0,0,0,0
43.0,205.0,15.0,9.0,4.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
16.0,60.0,10.0,6.8,3.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
27.0,80.0,40.0,5.5,6.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
12.0,48.0,6.0,4.2,5.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
3.75,36.0,3.0,4.2,5.0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
2.45,32.0,3.0,3.6,4.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
11.0,79.0,10.0,5.0,6.0,0,5,1,0,1,0,0,0,0,0,0,0,0,0
16.8,70.0,6.0,5.0,7.0,4,11,0,0,0,0,0,0,1,0,0,0,0,0
16.0,73.0,20.0,5.0,5.0,4,5,0,0,1,0,0,0,0,0,0,0,0,0
30.0,143.0,6.0,6.0,9.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
5.35,67.0,2.0,4.5,5.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
12.5,70.0,8.0,4.0,6.0,4,6,1,0,1,0,0,0,0,0,0,0,0,0
32.3,615.0,3.0,12.0,1.0,0,11,1,0,0,1,0,0,0,0,0,0,0,0
10.6,53.0,5.0,4.5,5.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
20.5,122.0,10.0,4.5,4.0,4,4,1,0,0,0,0,0,0,0,1,0,0,0
74.0,120.0,20.0,5.0,10.0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8.0,52.0,6.0,9.0,5.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
25.0,99.0,30.0,4.1,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
10.8,56.0,5.0,6.5,6.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
3.45,52.0,3.0,3.8,2.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0
19.0,100.0,35.0,5.0,5.0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
22.0,88.0,15.0,6.5,4.0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
47.0,116.0,20.0,15.0,1.0,4,2,0,0,0,0,0,0,0,0,0,0,1,0
62.0,250.0,40.0,20.0,6.0,4,10,0,0,0,0,0,1,0,0,0,0,0,0
58.0,149.0,30.0,4.0,5.0,3,4,0,0,0,1,0,0,0,0,0,0,0,0
21.0,281.0,15.0,10.0,5.0,4,4,0,0,0,0,0,1,0,0,0,0,0,0
23.5,71.0,40.0,5.1,7.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
33.0,87.0,7.0,4.3,10.0,0,11,0,0,0,0,1,0,0,0,0,0,0,0
25.0,57.0,20.0,4.2,8.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
26.0,75.0,25.0,4.2,8.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
58.0,190.0,25.0,6.5,6.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
58.0,190.0,25.0,6.5,6.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
10.8,190.0,6.0,7.0,2.0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
54.0,160.0,20.0,12.0,5.0,0,10,0,0,0,0,0,0,0,0,0,0,0,1
27.5,106.0,20.0,6.5,1.0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
32.0,241.0,15.0,15.0,4.0,4,4,0,0,0,0,0,0,0,1,0,0,0,0
57.0,97.0,25.0,5.6,9.0,4,9,0,0,1,0,0,0,0,0,0,0,0,0
26.0,67.0,30.0,4.6,6.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
29.5,138.0,30.0,4.0,2.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
14.0,60.0,30.0,5.0,5.0,4,5,0,0,0,0,0,0,1,0,0,0,0,0
17.9,65.0,25.0,15.0,6.0,4,4,0,0,0,0,0,0,0,1,0,0,0,0
11.5,103.0,25.0,4.3,1.0,4,2,0,0,0,0,0,1,0,0,0,0,0,0
14.5,100.0,3.0,7.0,5.0,1,4,1,0,1,0,0,0,0,0,0,0,0,0
16.5,61.0,6.0,4.0,5.0,0,9,1,0,0,0,0,0,0,0,0,0,0,1
30.8,87.0,7.0,4.3,10.0,0,8,0,0,0,0,1,0,0,0,0,0,0,0
32.0,91.0,40.0,4.2,6.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
19.0,100.0,35.0,5.0,5.0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
47.0,116.0,20.0,15.0,1.0,3,2,0,0,0,0,0,0,0,0,0,0,1,0
23.5,72.0,40.0,5.1,7.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
57.0,97.0,25.0,5.6,9.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
36.0,143.0,20.0,4.4,9.0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
67.5,205.0,40.0,6.2,7.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
25.0,57.0,20.0,4.2,8.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
10.9,45.0,20.0,4.5,5.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
17.5,70.0,40.0,4.0,4.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
15.5,60.0,20.0,4.0,7.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
7.3,50.0,6.0,5.0,6.0,0,5,1,0,0,0,0,0,0,1,0,0,0,0
11.2,61.0,10.0,6.8,5.0,4,5,1,0,1,0,0,0,0,0,0,0,0,0
30.0,109.0,5.0,8.0,9.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
90.0,280.0,30.0,5.5,10.0,4,10,0,0,0,0,0,0,0,0,0,0,0,1
60.0,113.0,20.0,5.0,4.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
32.0,60.0,40.0,3.7,5.0,4,6,0,0,0,0,0,0,0,0,0,0,0,1
29.0,75.0,25.0,5.1,8.0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
23.5,126.0,10.0,11.0,4.0,4,4,1,0,0,1,0,0,0,0,0,0,0,0
27.0,125.0,4.0,6.5,3.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0
54.5,195.0,25.0,5.8,4.0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11.2,45.0,8.0,5.0,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
15.9,60.0,30.0,4.0,3.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
57.0,97.0,20.0,5.6,9.0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
38.0,330.0,15.0,15.0,4.0,4,3,0,0,0,0,0,1,0,0,0,0,0,0
28.0,108.0,10.0,4.0,4.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
24.0,150.0,40.0,4.6,4.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
43.0,147.0,20.0,6.8,4.0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
72.0,163.0,10.0,21.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
62.0,250.0,40.0,20.0,6.0,4,10,0,0,0,0,0,1,0,0,0,0,0,0
28.5,72.0,20.0,4.3,6.0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
8.74,61.0,6.0,3.8,7.0,3,6,1,0,0,0,0,0,0,0,0,0,0,1
40.0,135.0,25.0,4.0,6.0,4,5,0,0,0,0,0,0,0,0,0,0,0,1
18.7,73.0,20.0,4.2,4.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
26.5,94.0,15.0,10.0,7.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
32.0,128.0,30.0,8.0,2.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
45.0,170.0,40.0,8.0,3.0,3,3,0,0,1,0,0,0,0,0,0,0,0,0
23.5,90.0,40.0,7.1,3.0,4,2,0,0,0,0,0,0,0,0,1,0,0,0
11.3,60.0,20.0,4.0,7.0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8.74,61.0,6.0,3.8,7.0,3,6,1,0,0,0,0,0,0,0,0,0,0,1
43.0,147.0,20.0,6.8,4.0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
95.0,280.0,30.0,5.5,10.0,4,10,0,0,0,0,0,0,0,0,0,0,0,1
28.5,59.0,25.0,4.1,5.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
74.0,120.0,20.0,5.0,10.0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
11.5,75.0,5.0,6.8,4.0,0,4,1,0,0,0,0,0,0,1,0,0,0,0
12.9,60.0,20.0,5.0,6.0,2,6,0,0,1,0,0,0,0,0,0,0,0,0
6.0,42.0,6.0,3.8,6.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
5.0,50.0,3.0,4.25,5.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
5.0,55.0,3.0,5.0,4.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
8.35,73.0,4.0,4.8,4.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
5.5,52.0,7.0,4.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
3.0,36.0,4.0,5.0,5.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
2.65,42.0,3.0,3.8,3.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
10.0,183.0,6.0,6.0,4.0,2,11,0,0,0,0,1,0,0,0,0,0,0,0
30.0,160.0,7.0,9.6,9.0,1,11,0,0,0,0,0,0,0,0,1,0,0,0
3.95,48.0,8.0,3.8,5.0,0,6,1,0,0,0,0,0,0,0,0,1,0,0
12.0,75.0,6.0,4.0,6.0,1,11,0,0,0,0,0,0,0,0,0,1,0,0
7.0,88.0,3.0,7.6,5.0,0,11,1,0,0,0,0,0,0,0,0,1,0,0
16.5,54.0,40.0,3.7,6.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
3.0,55.0,2.0,5.0,5.0,0,5,1,0,0,0,0,0,0,1,0,0,0,0
2.6,34.0,4.0,4.0,4.0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
11.6,40.0,15.0,8.0,5.0,2,5,0,0,0,0,0,0,0,0,0,0,0,0
2.05,32.0,2.0,4.0,2.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
17.5,41.0,20.0,10.0,5.0,4,11,0,0,0,1,0,0,0,0,0,0,0,0
23.5,70.0,15.0,7.0,7.0,4,7,0,0,0,1,0,0,0,0,0,0,0,0
24.0,210.0,5.0,13.5,3.0,4,5,0,0,0,1,0,0,0,0,0,0,0,0
17.5,63.0,20.0,5.0,6.0,4,8,0,0,0,0,0,0,0,0,1,0,0,0
18.89,102.0,30.0,5.0,4.0,4,6,0,0,0,0,0,0,0,0,0,0,0,1
10.2,78.0,3.0,5.0,6.0,0,11,1,0,0,1,0,0,0,0,0,0,0,0
5.8,77.0,3.0,5.0,4.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
6.7,39.0,12.0,3.8,5.0,0,6,1,0,0,0,0,0,0,0,0,0,0,1
3.7,35.0,3.0,3.4,5.0,0,5,1,0,0,0,0,0,1,0,0,0,0,0
2.5,40.0,3.0,4.0,5.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
2.5,38.0,2.5,4.0,5.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
2.6,35.0,3.0,5.0,5.0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
2.9,36.0,3.0,4.0,5.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
2.8,36.0,3.0,5.5,5.0,0,4,1,0,0,0,0,0,1,0,0,0,0,0
22.8,94.0,10.0,7.5,7.0,4,11,1,0,1,0,0,0,0,0,0,0,0,0
10.5,60.0,5.0,4.5,5.0,4,6,1,0,1,0,0,0,0,0,0,0,0,0
13.5,65.0,10.0,5.0,6.0,4,8,1,0,1,0,0,0,0,0,0,0,0,0
60.0,113.0,20.0,5.0,4.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
23.5,71.0,40.0,5.1,7.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
30.8,87.0,6.0,4.3,10.0,0,11,0,0,0,0,1,0,0,0,0,0,0,0
9.6,46.0,7.0,3.7,5.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0
4.3,44.0,3.0,4.0,5.0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
4.6,52.0,3.0,4.0,5.0,0,8,1,0,0,0,0,0,0,0,0,0,0,1
7.0,52.0,8.0,4.2,5.0,0,6,1,0,0,0,0,0,0,0,0,1,0,0
2.17,32.0,3.0,4.0,4.0,0,3,1,0,0,0,0,0,1,0,0,0,0,0
3.1,40.0,4.0,3.8,5.0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
2.58,46.0,5.0,3.8,3.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
2.85,30.0,3.0,5.6,5.0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
18.0,61.0,20.0,4.3,6.0,0,11,0,0,0,0,0,0,0,0,0,1,0,0
2.7,30.0,3.0,4.0,4.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
11.5,66.0,12.0,4.2,5.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
4.9,60.0,4.0,3.3,4.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10.0,50.0,8.0,4.2,6.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
16.5,43.0,30.0,5.0,6.0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
3.75,56.0,3.0,4.0,5.0,0,6,1,0,0,1,0,0,0,0,0,0,0,0
3.9,46.0,2.5,5.0,6.0,0,10,1,0,0,0,0,0,0,0,0,1,0,0
1.95,19.0,2.0,3.7,4.0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
9.0,95.0,5.0,4.0,5.0,1,4,1,0,0,1,0,0,0,0,0,0,0,0
29.8,70.0,20.0,7.0,9.0,4,11,0,0,0,1,0,0,0,0,0,0,0,0
10.0,46.0,12.0,4.7,6.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
19.0,47.0,15.0,3.5,4.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
55.0,143.0,31.0,6.0,7.0,4,11,0,0,0,0,0,0,0,0,0,0,1,0
10.0,48.0,6.0,4.8,6.0,2,4,1,0,0,0,0,0,0,0,0,1,0,0
9.4,40.0,30.0,4.5,6.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
5.25,47.0,4.0,4.5,5.0,0,5,1,0,0,0,0,0,0,1,0,0,0,0
22.0,120.0,9.0,7.5,4.0,4,6,1,0,1,0,0,0,0,0,0,0,0,0
6.9,62.0,4.0,6.0,6.0,2,8,1,0,0,0,0,0,0,0,0,1,0,0
8.5,50.0,3.0,8.0,5.0,1,4,1,0,0,0,0,0,0,0,0,0,0,1
4.2,48.0,3.0,5.0,5.0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
2.1,30.0,2.0,5.0,4.0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
7.5,53.0,6.0,4.0,5.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
6.4,48.0,3.5,5.0,3.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0
19.0,100.0,10.0,6.0,5.0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3.2,38.0,3.0,4.0,5.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
1.62,26.0,2.0,3.0,2.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
3.2,38.0,3.0,3.6,5.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
2.75,38.0,3.0,3.7,3.0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
3.8,45.0,4.0,4.4,4.0,0,6,1,0,0,0,0,1,0,0,0,0,0,0
3.2,45.0,2.5,6.0,4.0,0,4,1,0,0,0,0,1,0,0,0,0,0,0
2.4,30.0,3.0,3.7,3.0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
3.05,31.0,3.0,4.0,5.0,1,3,1,0,0,0,0,0,0,0,1,0,0,0
107.0,120.0,15.0,7.0,7.0,0,11,0,0,0,0,1,0,0,0,0,0,0,0
26.5,94.0,15.0,15.0,7.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
32.0,60.0,40.0,3.7,5.0,4,6,0,0,0,0,0,0,0,0,0,0,0,1
18.0,67.0,20.0,4.1,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
17.9,65.0,25.0,15.0,6.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
31.5,110.0,25.0,6.9,5.0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
37.0,196.0,15.0,11.0,4.0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
47.5,189.0,20.0,12.0,3.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
15.5,102.0,8.0,5.1,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
67.5,205.0,40.0,6.2,7.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
62.0,133.0,20.0,14.0,5.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
34.0,165.0,20.0,4.0,6.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
34.5,100.0,31.0,8.0,7.0,4,11,0,0,0,0,0,0,0,0,0,0,0,1
24.0,100.0,30.0,5.0,4.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
17.8,126.0,7.0,7.0,7.0,1,11,0,0,1,0,0,0,0,0,0,0,0,0
10.8,55.0,15.0,4.5,5.0,4,6,1,0,1,0,0,0,0,0,0,0,0,0
17.8,126.0,10.0,7.0,7.0,1,11,0,0,0,0,0,0,0,0,1,0,0,0
34.0,97.0,15.0,7.5,8.0,4,11,0,0,1,0,0,0,0,0,0,0,0,0
4.0,42.0,3.0,4.0,4.0,0,4,1,0,0,0,0,0,0,1,0,0,0,0
8.2,52.0,5.0,4.5,5.0,0,5,1,0,0,0,0,0,0,0,0,1,0,0
3.55,39.0,2.5,3.7,5.0,0,6,1,0,0,0,0,0,0,0,0,1,0,0
2.15,30.0,3.5,3.5,3.0,1,3,1,0,0,0,0,1,0,0,0,0,0,0
3.7,39.0,4.0,3.9,5.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
3.9,37.0,4.5,4.1,5.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
4.15,36.0,4.5,4.1,5.0,1,3,1,0,0,0,0,0,0,0,0,1,0,0
2.35,30.0,4.0,3.5,4.0,0,3,1,0,0,0,0,0,0,0,0,1,0,0
7.0,50.0,8.0,5.0,4.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
12.4,65.0,8.0,4.5,4.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
4.15,45.0,5.0,6.0,5.0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
9.6,38.0,25.0,5.6,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23.5,78.0,10.0,5.2,4.0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
57.0,200.0,20.0,7.6,3.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
26.0,75.0,25.0,4.2,8.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
35.0,94.0,15.0,7.5,5.0,4,6,0,0,1,0,0,0,0,0,0,0,0,0
42.0,110.0,20.0,4.2,9.0,4,11,0,0,0,0,0,0,0,0,0,0,0,0
23.0,43.0,15.0,7.0,5.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
14.8,71.0,5.0,4.3,6.0,1,4,1,0,0,0,0,0,0,0,0,0,1,0
14.5,96.0,5.0,5.7,4.0,2,5,1,0,1,0,0,0,0,0,0,0,0,0
11.5,52.0,12.0,5.3,6.0,4,7,1,0,0,0,0,0,0,0,0,0,1,0
11.8,42.0,7.0,4.2,4.0,2,4,1,0,0,0,0,0,0,0,0,0,0,1
10.6,123.0,45.0,6.6,3.0,4,3,0,0,0,0,0,0,0,1,0,0,0,0
66.0,175.0,25.0,6.0,5.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
56.0,200.0,15.0,25.0,4.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
28.5,59.0,25.0,4.1,5.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
8.74,61.0,6.0,3.8,7.0,3,6,1,0,0,0,0,0,0,0,0,0,0,1
7.9,38.0,6.0,3.8,5.0,3,6,1,0,0,1,0,0,0,0,0,0,0,0
26.0,67.0,40.0,4.6,6.0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
27.0,125.0,4.0,6.5,3.0,2,3,1,0,0,0,0,0,0,0,0,0,0,0
47.0,116.0,15.0,15.0,1.0,4,2,0,0,0,0,0,0,0,0,0,0,1,0
66.0,175.0,25.0,6.0,5.0,4,4,0,0,1,0,0,0,0,0,0,0,0,0
9.3,49.0,3.0,4.9,7.0,0,5,1,0,1,0,0,0,0,0,0,0,0,0
11.0,50.0,10.0,4.2,6.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
60.0,176.0,40.0,6.0,5.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
24.0,110.0,24.0,5.8,4.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
2.75,28.0,2.0,7.0,4.0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
22.5,70.0,12.0,5.0,8.0,4,11,0,0,1,0,0,0,0,0,0,0,0,0
2.85,31.0,2.0,4.0,5.0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
3.0,52.0,2.5,6.0,3.0,0,4,1,0,0,0,0,0,0,0,0,0,0,1
9.0,50.0,5.0,5.0,5.0,2,6,1,0,0,0,0,0,0,0,0,0,0,0
16.2,46.0,20.0,3.2,5.0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
5.6,45.0,3.0,4.2,5.0,0,4,1,0,0,0,0,0,0,0,0,1,0,0
